Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Lat,Long,Type
RR10066,2/24/98,31616,34,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R179265,3/23/98,31616,10,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10250,3/24/98,31616,36,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10251,4/22/98,31616,27,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10255,5/27/98,31616,130,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R179284,6/4/98,31616,143,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10302,6/22/98,31616,290,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R179310,7/22/98,31616,520,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10312,7/30/98,31616,130,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10333,8/26/98,31616,151,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10334,9/24/98,31616,186,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10357,10/27/98,31616,180,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10388,11/16/98,31616,84,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R184910,11/18/98,31616,67,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R184974,1/13/99,31616,18,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R185035,5/17/99,31616,104,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R186104,8/11/99,31616,240,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10572,9/14/99,31616,290,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10578,10/11/99,31616,67,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10583,11/9/99,31616,580,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10588,12/7/99,31616,140,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10593,1/10/00,31616,230,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10614,2/8/00,31616,7,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10634,3/7/00,31616,110,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10669,4/10/00,31616,106,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10690,5/9/00,31616,80,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10715,7/10/00,31616,170,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10721,8/9/00,31616,450,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10727,9/12/00,31616,430,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10732,10/9/00,31616,274,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10743,12/4/00,31616,233,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10796,1/9/01,31616,120,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10804,2/13/01,31616,100,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10839,3/13/01,31616,73,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10846,4/3/01,31616,197,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10854,5/8/01,31616,40,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10861,6/11/01,31616,70,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10868,7/10/01,31616,235,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10876,8/7/01,31616,60,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10884,9/18/01,31616,210,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10944,12/5/01,31616,70,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R205796,2/13/02,31616,1,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11037,3/19/02,31616,325,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R205916,6/11/02,31616,7,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11044,6/18/02,31616,53,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R208605,11/12/02,31616,2,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R209880,2/19/03,31616,1,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10050,12/11/97,31648,43,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10062,1/27/98,31648,7,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10066,2/24/98,31648,11,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10250,3/24/98,31648,52,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10251,4/22/98,31648,46,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10255,5/27/98,31648,140,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10302,6/22/98,31648,1200,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10312,7/30/98,31648,145,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10333,8/26/98,31648,187,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10334,9/24/98,31648,312,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10388,11/16/98,31648,72,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10572,9/14/99,31648,465,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10578,10/11/99,31648,93,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10583,11/9/99,31648,600,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10588,12/7/99,31648,53,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10593,1/10/00,31648,230,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10614,2/8/00,31648,7,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10634,3/7/00,31648,145,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10669,4/10/00,31648,104,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10690,5/9/00,31648,121,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10715,7/10/00,31648,200,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10721,8/9/00,31648,660,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10727,9/12/00,31648,460,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10732,10/9/00,31648,237,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10743,12/4/00,31648,237,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10796,1/9/01,31648,73,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10804,2/13/01,31648,120,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10839,3/13/01,31648,73,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10846,4/3/01,31648,180,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10854,5/8/01,31648,37,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10861,6/11/01,31648,63,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10868,7/10/01,31648,190,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10876,8/7/01,31648,120,"E. COLI, MTEC, MF, #/100 ML",#/100ML,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10884,9/18/01,31699,101,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10944,12/5/01,31699,119,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R205796,2/13/02,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11037,3/19/02,31699,435,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R205916,6/11/02,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11044,6/18/02,31699,17,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R208605,11/12/02,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R208614,11/13/02,31699,1633,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R209830,1/14/03,31699,85,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R209880,2/19/03,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R209906,4/8/03,31699,233,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R214937,5/21/03,31699,3,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R214983,7/14/03,31699,110,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R214985,7/15/03,31699,2,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11211,9/10/03,31699,6,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11213,9/10/03,31699,53,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R218349,10/27/03,31699,8,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11219,12/8/03,31699,51,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11221,12/8/03,31699,88,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R221272,2/18/04,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11227,3/17/04,31699,6,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11229,3/17/04,31699,308,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R221342,5/24/04,31699,8,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11235,6/16/04,31699,249,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11237,6/16/04,31699,285,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R221946,7/21/04,31699,4,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11243,9/8/04,31699,15,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11244,9/8/04,31699,172,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R224279,11/22/04,31699,10,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11251,12/8/04,31699,23,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11252,12/8/04,31699,115,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R228435,2/8/05,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11259,3/16/05,31699,54,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11260,3/16/05,31699,248,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R229395,4/28/05,31699,8,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11266,6/22/05,31699,81,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11267,6/22/05,31699,93,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R231523,7/20/05,31699,4,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11275,9/21/05,31699,58,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R232654,11/14/05,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11554,12/14/05,31699,58,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R233670,2/13/06,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11609,3/22/06,31699,180,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R233937,5/31/06,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11620,6/21/06,31699,120,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11621,6/21/06,31699,150,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R235879,7/20/06,31699,6,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11722,9/13/06,31699,5,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11723,9/13/06,31699,18,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
10015911,10/5/06,31699,4,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11766,12/12/06,31699,80,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11767,12/12/06,31699,7,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005028,1/26/72,32211,10,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005034,9/6/72,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005037,12/5/72,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005040,3/27/73,32211,12,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005043,6/6/73,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005046,9/11/73,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005047,10/23/73,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005050,2/13/74,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005051,4/17/74,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005057,11/12/74,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005059,1/14/75,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005064,6/12/75,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005067,9/10/75,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005070,12/2/75,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005073,3/24/76,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005076,6/16/76,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005079,9/13/76,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005080,11/2/76,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005081,1/24/77,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005082,5/26/77,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005085,3/7/78,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005086,5/1/78,32211,2,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005087,7/26/78,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005088,10/3/78,32211,2,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005089,1/10/79,32211,3,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
